Estatus	Programa	Región	Área	Coordinación	Estado	Municipio	Localidad	Nombre	Sedes	Direcciones	Horarios	Rama Artística (DT)	Año de creación	Atención a las causas	Número promotores	Cantidad de participantes	Niñas	Niños	Mujeres Jóvenes	Hombres Jóvenes	Mujeres adultas	Hombres adultos	Personas con Discapacidad	Personas Indígenas	Personas Afromexicanas	lat	lon	Consecutivo	Municipio Concatenado	Cantidad de público participante	Número de sesiones	Proyecto PAICE	Presupuesto PAICE
Activo	Convite Cultural	Occidente	DAC	DGVC	Colima	Colima	San José	Convite cultural en el Centro Cultural "Daniel Cosío Villegas", Colima, Colima	Centro Cultural Daniel Cosío Villegas	Calle Av. Leonardo Bravo s/n, San José Norte, Colima, Colima,  C.P. 28047.	Jueves, 17 A 19 H ,	Jornada Cultural Permanente	2024	Sí												19.242607	-103.693074	140	ColimaColima	705	23		
Activo	Convite Cultural	Occidente	DAC	DGVC	Colima	Comala	Suchitlán	Convite cultural en el Jardin principal de Suchitlán, Comala, Colima	Jardín principal	Calle Mirto Num 4, Población de Suchitlán, Comala, Colima, C.P. 28459	Miércoles, 16:30 h ,	Jornada Cultural Permanente	2025	No												19.374862	-103.7087307	141	ColimaComala	157	11		
Activo	Convite Cultural	Occidente	DAC	DGVC	Colima	Villa de Álvarez	Ciudad de Villa de Álvarez	Convite Cultural de la Secundaria General Benjamín Fuentes González T.V, Villa de Álvarez, Colima	Secundaria General Benjamín Fuentes González T.V,	Calle Chanxopan, Num. Ext. 228, Col. Villa Izcalli Caxitlan, Villa de Álvarez, Colima. C.P. 28000	Viernes, 17:00 h ,	Jornada Cultural Permanente	2025	No												19.2880223	-103.7369333	142	ColimaVilla de Álvarez	355	7		
Activo	Convite Cultural	Occidente	DAC	DGVC	Guanajuato	Apaseo el Grande	Apaseo el Grande	Convite cultural en el Andador Galeana, Apaseo el Grande, Guanajuato	Andador Galeana	Calle Ignacio Allende No. 110, Col. Centro, Apaseo El Grande, Guanajuato, C.P. 38160	Martes, 17 a 19 h ,	Jornada Cultural Permanente	2023	No												20.5458767	-100.6870944	143	GuanajuatoApaseo el Grande	870	36		
Activo	Convite Cultural	Occidente	DAC	DGVC	Guanajuato	Apaseo el Grande	Apaseo el Grande	Convite cultural en el Centro Nuevo Comienzo Loma Bonita, Apaseo el Grande, Guanajuato	Centro Nuevo Comienzo Loma Bonita	Avenida Deportiva No. 403. Col. Loma Bonita, El Molino de Arriba, Apaseo El Grande, Guanajuato, C.P.  38165	Miércoles, 17 a 19 h ,	Jornada Cultural Permanente	2025	No												20.5456018	-100.6661157	144	GuanajuatoApaseo el Grande	714	36		
Activo	Convite Cultural	Occidente	DAC	DGVC	Guanajuato	Celaya	Celaya	Convite Cultural en la Biblioteca Digital Villas del Bajío, Celaya, Guanajuato	Biblioteca digital Villas del Bajío	Villa de Corrales No. 100, Col. Villas del Bajío, Celaya, Guanajuato,C.P. 38016	Viernes, 14 a 16 h ,	Jornada Cultural Permanente	2025	Sí												20.561622	-100.8669996	145	GuanajuatoCelaya	744	36		
Activo	Convite Cultural	Occidente	DAC	DGVC	Guanajuato	Irapuato	Irapuato	Convite cultural en el Parque Vecinal Lucio Cabañas, Irapuato, Guanajuato	Parque Vecinal Lucio Cabañas	Calle Abel Martínez esquina con 2 de Abril y calle Rúben Jaramillo s/n, Col. Lucio Cabañas, Irapuato, Guanajuato, C.P. 36515	Miércoles, 17 a 19 h Viernes, 17 a 19 h	Jornada Cultural Permanente	2023	No												20.6792077	-101.3321681	146	GuanajuatoIrapuato	1868	61		
Activo	Convite Cultural	Occidente	DAC	DGVC	Guanajuato	Irapuato	Irapuato	Convite cultural en la Escuela Primaria Urbana No. 30 "María Teresa Rodríguez Gasca", Irapuato, Guanajuato	Escuela Primaria Urbana No. 30 "María Teresa Rodríguez Gasca"	Plaza Abasolo No. 2 de San José, Barrio de San José, Irapuato, Guanajuato, C.P. 36500	Martes, 17 a 19 h Jueves, 17 a 19 h	Jornada Cultural Permanente	2025	No												20.6751045	-101.3455671	147	GuanajuatoIrapuato	1441	47		
Activo	Convite Cultural	Occidente	DAC	DGVC	Guanajuato	León	León de los Aldama	Convite cultural en el Kiosco de la Parroquia San Pedro Apóstol, León de los Aldama, Guanajuato	Kiosco de la Parroquia San Pedro Apóstol	Calle Fray Daniel Mireles No. 295 Hernandez, León de los Aldama, Guanajuato, CP. 37280	Viernes, 16 a 18 h ,	Jornada Cultural Permanente	2025	Sí												21.1208617	-101.6361724	148	GuanajuatoLeón	559	33		
Activo	Convite Cultural	Occidente	DAC	DGVC	Guanajuato	León	León de los Aldama	Convite Cultural en el Telebachillerato Comunitario de la Universidad Virtual del Estado de Guanajuato, León, Guanajuato	Telebachillerato Comunitario de la Universidad Virtual del Estado de Guanajuato	Calle Fromm No. 503, Col. La Soledad, León de los Aldama, Guanajuato, C.P. 37357	Miércoles, 15 a 17 h ,	Jornada Cultural Permanente	2025	Sí												21.1392596	-101.7554276	149	GuanajuatoLeón	1087	30		
Activo	Convite Cultural	Occidente	DAC	DGVC	Guanajuato	San Francisco del Rincón	San Francisco del Rincón	Convite cultural en el Espacio de la localidad Niños Héroes, San Francisco del Rincón, Guanajuato	Espacio de la localidad Niños Héroes	Calle Fausto León No. 413, Col. Niños Héroes, San Francisco del Rincón, Guanajuato, C.P. 36320	Martes, 16 a 18 h ,	Jornada Cultural Permanente	2025	No												21.024788	-101.8640217	150	GuanajuatoSan Francisco del Rincón	1139	41		
Activo	Convite Cultural	Occidente	DAC	DGVC	Jalisco	Cañadas de Obregón	Temacapulín (Temaca)	Convite cultural en el Centro Cultural Comunitario Raíces Tecuexes, Cañadas de Obregón, Jalisco	Centro Cultural Comunitario Raíces Tecuexes	Calle Morelos, 4, Temacapulín, Cañadas de Obregón, Jalisco, C.P. 47370	Martes, 18 a 20 h ,	Jornada Cultural Permanente	2025	No												21.188542	-102.706277	151	JaliscoCañadas de Obregón	604	38		
Activo	Convite Cultural	Occidente	DAC	DGVC	Jalisco	Cañadas de Obregón	Temacapulín (Temaca)	Convite cultural en la plaza principal, Cañadas de Obregón, Jalisco	La plaza principal	Portal Morelos, 1, Temacapulín, Cañadas de Obregón, Jalisco, C.P. 47370	Viernes, 18 a 20 h ,	Jornada Cultural Permanente	2023	No												21.187945	-102.708044	152	JaliscoCañadas de Obregón	550	36		
Activo	Convite Cultural	Occidente	DAC	DGVC	Jalisco	Mexticacán	Mexticacán	Convite cultural en La Plaza principal, Mexticacán, Jalisco	Plaza Principal	Calle Morelos, No. 01, Colonia centro, Mexticacán, Mexticacán, Jalisco. C.P. 47340	Lunes, 18:00 a 20:00 h Jueves, 18:00 a 20:00 h	Jornada Cultural Permanente	2025	No												21.2645524	-102.7767939	153	JaliscoMexticacán	1442	55		
Activo	Convite Cultural	Occidente	DAC	DGVC	Jalisco	San Gabriel	El Jardín	Convite cultural en la Escuela Primaria Rural Federal "20 de Noviembre", San Gabriel, Jalisco	Escuela Primaria Rural Federal "20 de Noviembre"	Calle Lázaro Cárdenas 1, Centro, Localidad El Jardín, San Gabriel, Jalisco. C.P. 49700	Viernes, 11 a 13 h ,	Jornada Cultural Permanente	2025	No												19.7753375	-103.8969986	154	JaliscoSan Gabriel	623	33		
Activo	Convite Cultural	Occidente	DAC	DGVC	Jalisco	San Gabriel	El Jardín	Convite cultural en la Plaza Principal El Jardín, San Gabriel, Jalisco	Plaza Principal El Jardín	Plaza Principal, entre Lázaro Cárdenas e Independencia, Centro, Localidad El Jardín, San Gabriel, Jalisco. C.P. 49700	Jueves, 19 a 21 h ,	Jornada Cultural Permanente	2023	No												19.7756689	-103.8968521	155	JaliscoSan Gabriel	1480	36		
Activo	Convite Cultural	Occidente	DAC	DGVC	Jalisco	San Gabriel	Los Ranchitos	Convite cultural en la Escuela Primaria Rural Federal "Emiliano Zapata", San Gabriel, Jalisco	Escuela Primaria Rural Federal "Emiliano Zapata"	Calle Juárez 10, Colonia centro, Los Ranchitos, San Gabriel, Jalisco, C.P. 49700	Martes, 11 a 13 h ,	Jornada Cultural Permanente	2025	No												19.725325	-103.8572328	156	JaliscoSan Gabriel	833	32		
Activo	Convite Cultural	Occidente	DAC	DGVC	Jalisco	San Gabriel	Los Ranchitos	Convite cultural en la Plaza Principal Los Ranchitos, San Gabriel, Jalisco	Plaza Principal Los Ranchitos	Calle Juárez, Colonia centro,  Los Ranchitos, San Gabriel, Jalisco, C.P.49700	Miércoles, 19 a 21 h ,	Jornada Cultural Permanente	2023	No												19.7262783	-103.8567289	157	JaliscoSan Gabriel	1491	37		
Activo	Convite Cultural	Occidente	DAC	DGVC	Jalisco	Tuxcacuesco	Apulco	Convite cultural en el Domo de Apulco, Tuxcacuesco, Jalisco	Domo de Apulco	Domicilio conocido, Colonia centro, Tuxcacuesco, Jalisco,  C.P. 48788	Sábado, 17 a 19 h ,	Jornada Cultural Permanente	2023	No												19.7375518	-103.901718	158	JaliscoTuxcacuesco	552	34		
Activo	Convite Cultural	Occidente	DAC	DGVC	Jalisco	Tuxcacuesco	Apulco	Convite cultural en el portal de la cenaduria, Tuxcacuesco, Jalisco	El portal de la cenaduria	Domicilio conocido, Colonia Centro, Tuxcacuesco, Jalisco, C.P. 48788	Miércoles, 17 a 18 h  ,	Jornada Cultural Permanente	2025	No												19.7379327	-103.9020875	159	JaliscoTuxcacuesco	560	36		
Activo	Convite Cultural	Occidente	DAC	DGVC	Michoacán	Morelia	Morelia	Convite cultural en el Centro de Desarrollo Comunitario Villas Oriente, Morelia, Michoacán	Centro de Desarrollo Comunitario Villas Oriente	Av. Revolución, No. 2080, Fraccionamiento Villas de Oriente, La Aldea, Morelia, Michoacán, C.P.  58300	Viernes, 16 a 18 h ,	Jornada Cultural Permanente	2025	Sí												19.7548839	-101.1423346	160	MichoacánMorelia	1626	57		
Activo	Convite Cultural	Occidente	DAC	DGVC	Michoacán	Pátzcuaro	Janitzio (Isla Janitzio)	Convite cultural en la Escuela Primaria Bilingue "Tariacuri", Pátzcuaro, Michoacán	Escuela Primaria Bilingue "Tariacuri"	Barrio de San Pedro s/n, Isla de Janitzio, Pátzcuaro Michoacán, C.p. 61616	Martes, 13:30 a 15 h ,	Jornada Cultural Permanente	2025	No												19.5716787	-101.6514562	161	MichoacánPátzcuaro	826	22		
Activo	Convite Cultural	Occidente	DAC	DGVC	Michoacán	Pátzcuaro	Janitzio (Isla Janitzio)	Convite cultural en la Escuela Primaria Rural Federal "Patzimba", Pátzcuaro, Michoacán	Escuela Primaria Rural Federal "Patzimba"	Barrio de San Pedro s/n, Isla de Janitzio, Pátzcuaro Michoacán, C.p. 61616	Miércoles, 16 a 17:30 h ,	Jornada Cultural Permanente	2025	No												19.5748086	-101.649949	162	MichoacánPátzcuaro	637	22		
Activo	Convite Cultural	Occidente	DAC	DGVC	Michoacán	Zamora	Zamora de Hidalgo	Convite cultural en el Centro de Desarrollo Comunitario de Valencia, Zamora, Michoacán	Centro de Desarrollo Comunitario de Valencia	Calle Guadalupe, No. 45, Valencia 2a Sección, C.P. 59610, Zamora de Hidalgo, Michoacán.	Martes, 16 a 18 h Miércoles, 16 a 18 h	Jornada Cultural Permanente	2025	Sí												20.0038434	-102.2916048	163	MichoacánZamora	1549	57		
Activo	Convite Cultural	Occidente	DAC	DGVC	Michoacán	Zamora	Zamora de Hidalgo	Convite cultural en el Programa de rescate de espacios públicos "El Carmen", Zamora, Michoacán	Programa de rescate de espacios públicos "El Carmén"	Lerdo de Tejada esquina con doctor Verduzco, s/n, Colonia del Carmen, Zamora de Hidalgo, Zamora, Michoacán, C.P. 59620	Lunes, 16 a 18 h Jueves, 16 a 18 h	Jornada Cultural Permanente	2025	Sí												19.9913865	-102.2875358	164	MichoacánZamora	760	48		
Activo	Convite Cultural	Sur	DAC	DGVC	Campeche	Campeche	San Francisco de Campeche	Convite Cultural en el Centro Cultural El Claustro, Campeche, Campeche	Centro Cultural el Claustro	Calle 12 No 173, Zona Centro, San Francisco de Campeche, Campeche, C.P. 24000	Lunes, 17 a 19 h	Jornada Cultural Permanente	2025	No												19.8443373	-90.5376997	165	CampecheCampeche	79	10		
Activo	Convite Cultural	Sur	DAC	DGVC	Campeche	Campeche	San Francisco de Campeche	Convite cultural en el Centro de Desarrollo Comunitario Ampliación Polvorín, Campeche, Campeche	Centro de Desarrollo Comunitario Ampliación Polvorín	Calle Caudillo entre Niño Artillero y Batallón, colonia Ampliación Polvorín, San Francisco de Campeche, Campeche, Campeche, C.P.24060	Martes, 17:30 a 19:30 h Jueves, 17:30 a 19:30 h	Jornada Cultural Permanente	2025	No												19.8244448	-90.5193697	166	CampecheCampeche	494	35		
Activo	Convite Cultural	Sur	DAC	DGVC	Campeche	Campeche	San Francisco de Campeche	Convite cultural en el Centro de Desarrollo Comunitario Santa Bárbara Campeche, Campeche	Centro de Desarrollo Comunitario Santa Bárbara	Calle Pablo García, S/N, Col. Santa Barbara I (Infonavit), San Francisco de Campeche, Campeche C.P. 24070	Lunes, 18:00 a 20:00h Miércoles, 18:00 a 20:00h	Jornada Cultural Permanente	2025	No												19.8406427	-90.5046106	167	CampecheCampeche	291	31		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Chamula	Tentic	Convite cultural en el Colegio de Bachilleres plantel No. 311 Tentic, Chamula, Chiapas	Colegio de Bachilleres plantel No. 311 Tentic	Domicilio conocido, Tentic, Chamula, Chiapas,C.P. 29336	Jueves, 10 a 12 h ,	Jornada Cultural Permanente	2025	No												16.858001	-92.684131	168	ChiapasChamula	579	27		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Chamula	Tres Cruces	Convite cultural en la Escuela Primaria "Ignacio José Allende y Unzaga", Chamula, Chiapas	Escuela Primaria "Ignacio José Allende y Unzaga"	Carretera estatal libre No.190, tramo Chamula-Tres Cruces, Chamula, Chiapas,C.P. 29320	Lunes, 10 a 12 h ,	Jornada Cultural Permanente	2025	No												16.79322	-92.70453	169	ChiapasChamula	805	37		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Coapilla	Coapilla	Convite cultural en el Domo La Candelaria, Coapilla, Chiapas	Domo La Candelaria	Calle Primera Poniente Sur s/n, Barrio Centro, Coapilla, Chiapas, C.P. 20650	Martes 16 h	Jornada Cultural Permanente	2025	No												17.1309734	-93.1608463	170	ChiapasCoapilla	120	9		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Ocotepec	Ocotepec	Convite cultural en la Explanada de usos múltiples, Ocotepec, Chiapas	Explanada de usos múltiples	Calle Central 5 de Mayo s/n, Ocotepec, Chiapas, C.P. 29680	Miércoles, 16 a 18 h ,	Jornada Cultural Permanente	2024	No												17.2250804	-93.1647719	171	ChiapasOcotepec	1481	42		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Pantepec	Pantepec	Convite cultural en la cancha municipal, Pantepec, Chiapas	Cancha municipal	Av. Central Morelos s/n, Col. Centro, Pantepec, Chiapas, C.P. 29660	Martes, 16 a 18 h ,	Jornada Cultural Permanente	2025	No												17.1880212	-93.0496844	172	ChiapasPantepec	937	33		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Pantepec	Pantepec	Convite cultural en la Escuela Telesecundaria No.190 "15 de Mayo", Pantepec, Chiapas	Escuela Telesecundaria No.190 "15 de Mayo"	Boulevard Dr. Manuel Velasco Suárez s/n, Barrio Nuevo Progreso, Pantepec, Chiapas, C.P. 29660	Lunes, 12 a 14 h ,	Jornada Cultural Permanente	2025	No												17.1903405	-93.045014	173	ChiapasPantepec	1544	19		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Tapalapa	Tapalapa	Convite cultural en el Atrio de la parroquia de San Agustín, Tapalapa, Chiapas	Atrio de la parroquia de San Agustín	Av. Central Norte, esquina calle Central s/n, Barrio Centro, Tapalapa, Chiapas,  C.P. 29670	Miércoles, 16 a 18 h ,	Jornada Cultural Permanente	2021	No												17.189967	-93.1044026	174	ChiapasTapalapa	1268	34		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Tapalapa	Tapalapa	Convite cultural en la Escuela Primaria Bilingüe "Reforma Educativa", Tapalapa, Chiapas	Escuela Primaria Bilingüe "Reforma Educativa"	Segunda calle Poniente Norte s/n, Barrio San Juan, Tapalapa, Chiapas, C.P. 29670	Jueves, 12 a 14 h ,	Jornada Cultural Permanente	2025	No												17.1925956	-93.105631	175	ChiapasTapalapa	1092	24		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Tapalapa	Tapalapa	Convite cultural en la Escuela Secundaria del Estado "Fray Víctor María Flores", Tapalapa, Chiapas	Escuela Secundaria del Estado "Fray Víctor María Flores"	 Callejón Innominado s/n, Barrio Magdalena, Tapalapa, Chiapas, C.P. 29670	Lunes, 12 a 14 h ,	Jornada Cultural Permanente	2025	No												17.1906185	-93.101862	176	ChiapasTapalapa	1071	27		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Tapalapa	Tapalapa	Convite cultural en la Escuela Telesecundaria No. 226, Tapalapa, Chiapas	Escuela Telesecundaria No. 226	Avenida Central Poniente s/n, Barrio Santo Domingo, Tapalapa, Chiapas, C.P. 29670	Jueves, 10 a 12 h ,	Jornada Cultural Permanente	2025	No												17.1912066	-93.1069264	177	ChiapasTapalapa	1415	23		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Tuxtla Gutiérrez	El Jobo	Convite cultural en la Biblioteca Pública Municipal "Maximiano Pérez Sánchez", Tuxtla Gutiérrez, Chiapas	Biblioteca Municipal Prof. Maximiano Pérez S.	Av. Central Poniente s/n, El Jobo, 29100 Tuxtla Gutiérrez, Chis.	(en blanco)	Jornada Cultural Permanente	2022	No												16.7047602	-93.1072655	178	ChiapasTuxtla Gutiérrez	351	14		
Activo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Tuxtla Gutiérrez	Tuxtla Gutiérrez	Convite cultural en la Biblioteca Pública Municipal "Andrés Fábregas Roca" y Centro Cultural Comunitario "Rosario Castellanos", Tuxtla Gutiérrez, Chiapas	Biblioteca Pública Municipal "Andrés Fábregas Roca" y Centro Cultural Comunitario "Rosario Castellanos"	Calle Río Suchiate, s/n, Col. 24 de Junio, Tuxtla Gutiérrez, Chiapas, C.P. 29047.	Martes, 17 a 19 h Jueves, 17 a 19 h	Jornada Cultural Permanente	2025	No												16.7662981	-93.0935189	179	ChiapasTuxtla Gutiérrez	408	23		
Activo	Convite Cultural	Sur	DAC	DGVC	Oaxaca	Heroica Ciudad de Huajuapan de León	Santa Teresa	Convite cultural en la Escuela Primaria "Vicente Guerrero", 5° A, Heroica Ciudad de Huajuapan de León, Oaxaca	Escuela Primaria "Vicente Guerrero", 5° A	Calle Quintana Roo s/n, Santa Teresa, Heróica Ciudad de Huajuapan, Oxaca, C.P. 69005	Viernes, 11 a 13 h ,	Jornada Cultural Permanente	2025	No												17.8043179	-97.7617846	180	OaxacaHeroica Ciudad de Huajuapan de León	831	25		
Activo	Convite Cultural	Sur	DAC	DGVC	Oaxaca	Heroica Ciudad de Huajuapan de León	Santa Teresa	Convite cultural en la Escuela Primaria "Vicente Guerrero", 5° B, Heroica Ciudad de Huajuapan de León, Oaxaca	Escuela Primaria "Vicente Guerrero", 5° B	Calle Quintana Roo s/n, Santa Teresa, Heróica Ciudad de Huajuapan, Oxaca, C.P. 69005	Jueves, 11 a 13 h ,	Jornada Cultural Permanente	2025	No												17.804415	-97.7617995	181	OaxacaHeroica Ciudad de Huajuapan de León	875	26		
Activo	Convite Cultural	Sur	DAC	DGVC	Oaxaca	San Miguel Tlacotepec	San Miguel Tlacotepec	Convite cultural en el Kiosco Municipal, San Miguel Tlacotepec, Oaxaca	Kiosco Municipal	Calle Benito Juárez s/n, Centro, San Miguel Tlacotepec, Oaxaca, C.P. 69730	Sábado, 10 a 12 h ,	Jornada Cultural Permanente	2022	No												17.453624	-98.007239	182	OaxacaSan Miguel Tlacotepec	459	36		
Activo	Convite Cultural	Sur	DAC	DGVC	Oaxaca	San Miguel Tlacotepec	San Miguel Tlacotepec	Convite cultural en la Escuela Secundaria "Carlos A. Carrillo", San Miguel Tlacotepec, Oaxaca	Escuela Secundaria "Carlos A. Carrillo"	Calle Independencia, No. 280, San Miguel Tlacotepec, Oaxaca, C.P. 69730	Miércoles, 13 a 15 h ,	Jornada Cultural Permanente	2025	No												17.64042	-98.00645	183	OaxacaSan Miguel Tlacotepec	815	23		
Activo	Convite Cultural	Sur	DAC	DGVC	Veracruz	Banderilla	Xaltepec	Convite cultural en el Patio en Común de Xaltepec, Banderilla, Veracruz	Patio en Común de Xaltepec	Calle 12 de Diciembre S/N, Xaltepec, Banderilla, Veracruz, C.P. 91310.	Jueves, 16:00 a 18:00 h ,	Jornada Cultural Permanente	2025	No												19.6004652	-96.9331804	184	VeracruzBanderilla	598	33		
Activo	Convite Cultural	Sur	DAC	DGVC	Veracruz	Banderilla	Xaltepec	Convite Cultural en la Telesecundaria "Rafael Ramírez Castañeda", Banderilla, Veracruz	Telesecundaria "Rafael Ramírez Castañeda"	Calle Roble, Xaltepec Banderilla Veracruz de Ignacio de la Llave C.P. 91300	Martes, 12:00 a 14:00 h ,	Jornada Cultural Permanente	2025	No												19.6046657	-96.9369596	185	VeracruzBanderilla	487	21		
Activo	Convite Cultural	Sur	DAC	DGVC	Veracruz	Jilotepec	Jilotepec	Convite Cultural en "Casa Somos Jilotepec", Jilotepec, Veracruz	Casa Somos Jilotepec	Calle Primera Privada 7 de Enero #7, Jilotepec Centro, Jilotepec, Veracruz, CP. 91380.	Sábado, 12:00 a 14:00 Domingo, 16:00	Jornada Cultural Permanente	2025	No												19.6142502	-96.9525095	186	VeracruzJilotepec	900	45		
Activo	Convite Cultural	Sur	DAC	DGVC	Veracruz	Playa Vicente	Chilapa del Carmen	Convite cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	Telesecundaria "José Vasconcelos Calderón"	Camino a Zapotal SN, Localidad Chilapa del Carmen, Playa Vicente, Veracruz. C.P. 95600.	Miércoles, 8 a 10 h ,	Jornada Cultural Permanente	2025	No												17.7806513	-95.8042629	187	VeracruzPlaya Vicente	561	31		
Activo	Convite Cultural	Sur	DAC	DGVC	Veracruz	Playa Vicente	Playa Vicente	Convite cultural en el Parque "El Mirador", Playa Vicente, Veracruz	Parque "El Mirador"	Prolongación Independencia No. 342, Col. Centro, Playa Vicente, Veracruz. C.P. 95600.	Jueves, 18 a 20 h ,	Jornada Cultural Permanente	2024	No												17.8334932	-95.8099353	188	VeracruzPlaya Vicente	862	40		
Activo	Convite Cultural	Sur	DAC	DGVC	Veracruz	Playa Vicente	Playa Vicente	Convite cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	Telebachillerato “Playa Vicente” 2A	Calle Reforma No. 413, Col. Lomas Verdes, Playa Vicente, Veracruz. C.P. 95600.	Martes, 10:45 a 12:15 h ,	Jornada Cultural Permanente	2025	No												17.8233326	-95.8172211	189	VeracruzPlaya Vicente	470	23		
Activo	Convite Cultural	Sur	DAC	DGVC	Veracruz	Playa Vicente	Playa Vicente	Convite cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	Telebachillerato “Playa Vicente” 2B	Calle Reforma No. 413, Col. Lomas Verdes, Playa Vicente, Veracruz. C.P. 95600.	Viernes, 10:45 a 12:15 h ,	Jornada Cultural Permanente	2025	No												17.8234347	-95.8172	190	VeracruzPlaya Vicente	420	22		
Activo	Convite Cultural	Sur	DAC	DGVC	Veracruz	Xalapa	Xalapa-Enríquez	Convite cultural en el Parque de la Lagunilla, Xalapa, Veracruz	Parque de la Lagunilla	Calle Cirilo Celis Pastrana número 54, Colonia La Lagunilla, Xalapa, Veracruz,  C.P. 91119.	Sábado, 16 a 18 h Domingo, 12:30 a 14:30 h	Jornada Cultural Permanente	2025	No												19.5656058	-96.9265804	191	VeracruzXalapa	1118	56		
Activo	Convite Cultural	Sur	DAC	DGVC	Yucatán	Mérida	Mérida	Convite cultural en el Comedor Zarigüeyas, Mérida, Yucatán	Comedor Zarigüeyas ( Asociación MUSUM)	Calle 68 & Calle 187 Diagonal, Colonia Guadalupana, Mérida, Yucatán, C.P. 97315.	Viernes, 17 a 19 h ,	Jornada Cultural Permanente	2025	No												20.8965114	-89.6412206	192	YucatánMérida	1070	34		
Activo	Convite Cultural	Sur	DAC	DGVC	Yucatán	Tecoh	Tecoh	Convite cultural en el Centro comunitario "Iin ki kalante", Tecoh, Yucatán	Centro comunitario "Iin ki kalante"	Calle 29 Número 134E entre 32A y 36,  Tecoh, Yucatán, C.P. 97820.	Viernes, 17 a 19 h Sábado, 17 a 19 h	Jornada Cultural Permanente	2022	No												20.7432359	-89.4810802	193	YucatánTecoh	820	50		
Activo	Convite Cultural	Sur	DAC	DGVC	Yucatán	Umán	Ticimul	Convite cultural en el Centro Comunitario de Ticimul, Umán, Yucatán	Centro Comunitario de Ticimul	 Calle 4 entre 1 y 3 S/N Domicilio conocido, Ticimul, Umán, Yucatán, C.P. 97394.	Jueves, 18 a 20 h Viernes, 18 a 20 h	Jornada Cultural Permanente	2022	No												20.8818991	-89.6821146	194	YucatánUmán	1289	72		
Activo	Semilleros Creativos	Centro	DVEM	DGVC	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Semillero Creativo de Dibujo, Pintura y Artes Plásticas en Cuauhtémoc, Ciudad de México	Biblioteca Pública Sor Juana Inés de la Cruz	Av. Ribera de San Cosme 61, Santa María la Ribera, CP. 06400, Cuauhtémoc, Ciudad de México	Lunes a viernes de 14:00 a 18:00 h	Artes Plásticas	2019	No		28	18	9	1	0	0	0	2	0		19.4489554	-99.159816	195	Ciudad de MéxicoCuauhtémoc				
Activo	Semilleros Creativos	Centro	DVEM	DGVC	Ciudad de México	Iztapalapa	Iztapalapa	Semillero Creativo de Circo en Utopía Tezontli, Iztapalapa, Ciudad de México	Utopía Tezontli	Calle Miguel Lerdo de Tejada S/N, esq. Av. De las Torres, San Antonio, CP. 09900, Iztapalapa, Ciudad de México	Martes a viernes de 15:00 a 19:00 h y domingo de 11:00 a 15:00 h	Artes Escénicas	2023	No		39	22	10	2	0	3	2	2	0	0	19.3116898	-99.0729424	196	Ciudad de MéxicoIztapalapa				
Activo	Semilleros Creativos	Centro	DVEM	DGVC	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Semillero Creativo de Ajedrez en Chapultepec, Miguel Hidalgo, Ciudad de México	Pabellón de Cultura Comunitaria	Av. Constituyentes 270, Ampliación Daniel Garza, Bosque de Chapultepec II Secc, Miguel Hidalgo, 11100 Ciudad de México, CDMX	Viernes de 14:00 a 18:00, Sábado y Domingo de 10:00 a 18:00	Ajedrez	2022	No		53	12	23	1	3	6	8	1	0	0	19.4093808	-99.1972827	197	Ciudad de MéxicoMiguel Hidalgo				
Activo	Semilleros Creativos	Centro	DVEM	DGVC	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Semillero Creativo de Artes Gráficas en Chapultepec, Miguel Hidalgo, Ciudad de México	Pabellón de Cultura Comunitaria	Av. Constituyentes 270, Ampliación Daniel Garza, Bosque de Chapultepec II Secc, Miguel Hidalgo, 11100 Ciudad de México, CDMX	Martes a Viernes, de 14:30 a 19:00 h	Artes Plásticas	2022	No		24	9	8	2	0	5	0	0	0	0	19.4093101	-99.197312	198	Ciudad de MéxicoMiguel Hidalgo				
